"trust_pilot_score","site_jabber_review","tranco_rank","shop_id","review_id"
"","0","-1","374","374"
"-1.0","0","-1","375","375"
"1.4","0","-1","376","376"
"","0","-1","377","377"
"","0","-1","378","378"
"-1.0","0","-1","379","379"
"","0","-1","380","380"
"","0","-1","381","381"
"3.1","0","-1","382","382"
"","0","-1","383","383"
"","0","-1","384","384"
"","0","-1","385","385"
"3.4","0","-1","386","386"
"","0","-1","387","387"
"","0","-1","388","388"
"","0","-1","389","389"
"","0","-1","390","390"
"1.9","1","-1","391","391"
"-1.0","0","-1","392","392"
"","0","-1","393","393"
"","0","-1","394","394"
"","0","-1","395","395"
"-1.0","0","-1","396","396"
"","0","-1","397","397"
"1.7","0","-1","398","398"
"","0","-1","399","399"
"-1.0","0","-1","400","400"
"","0","-1","401","401"
"4.7","0","-1","402","402"
"","0","-1","403","403"
"1.8","0","-1","404","404"
"","0","-1","405","405"
"","0","-1","406","406"
"-1.0","0","-1","407","407"
"","0","-1","408","408"
"-1.0","0","-1","409","409"
"","0","-1","410","410"
"-1.0","0","-1","411","411"
"2.2","0","-1","412","412"
"","0","-1","413","413"
"","0","-1","414","414"
"4.0","0","-1","415","415"
"","0","-1","416","416"
"","0","-1","417","417"
"-1.0","0","-1","418","418"
"-1.0","0","-1","419","419"
"3.2","0","-1","420","420"
"","0","-1","421","421"
"2.3","0","-1","422","422"
"","0","-1","423","423"
"-1.0","0","-1","424","424"
"3.8","0","-1","425","425"
"-1.0","0","-1","426","426"
"","0","-1","427","427"
"4.7","0","-1","428","428"
"","0","-1","429","429"
"-1.0","0","-1","430","430"
"","0","-1","431","431"
"","0","-1","432","432"
"-1.0","0","-1","433","433"
"-1.0","0","-1","434","434"
"","0","-1","435","435"
"2.2","0","-1","436","436"
"-1.0","0","-1","437","437"
"","0","-1","438","438"
"","0","-1","439","439"
"2.2","0","-1","440","440"
"","0","-1","441","441"
"4.7","1","-1","442","442"
"","0","-1","443","443"
"3.7","0","-1","444","444"
"","0","-1","445","445"
"-1.0","0","-1","446","446"
"","0","-1","447","447"
"","0","-1","448","448"
"-1.0","0","-1","449","449"
"4.3","0","-1","450","450"
"","0","-1","451","451"
"-1.0","0","-1","452","452"
"-1.0","0","-1","453","453"
"","0","-1","454","454"
"","0","-1","455","455"
"","0","-1","456","456"
"","0","-1","457","457"
"-1.0","0","-1","458","458"
"","0","-1","459","459"
"","0","-1","460","460"
"","0","-1","461","461"
"-1.0","0","-1","462","462"
"","0","-1","463","463"
"-1.0","0","-1","464","464"
"2.5","0","-1","465","465"
"4.8","0","-1","466","466"
"-1.0","0","-1","467","467"
"4.0","1","875089","468","468"
"","0","-1","469","469"
"","0","-1","470","470"
"-1.0","0","-1","471","471"
"","0","-1","472","472"
"","0","-1","473","473"
"-1.0","0","-1","474","474"
"2.4","0","-1","475","475"
"-1.0","0","-1","476","476"
"","0","-1","477","477"
"-1.0","0","-1","478","478"
"","0","-1","479","479"
"","0","-1","480","480"
"","0","-1","481","481"
"-1.0","0","-1","482","482"
"-1.0","0","-1","483","483"
"","0","-1","484","484"
"","0","-1","485","485"
"2.5","0","-1","486","486"
"","0","-1","487","487"
"-1.0","0","-1","488","488"
"","0","-1","489","489"
"","0","-1","490","490"
"3.2","0","-1","491","491"
"","0","-1","492","492"
"","0","-1","493","493"
"3.5","0","-1","494","494"
"","0","-1","495","495"
"","0","-1","496","496"
"","0","-1","497","497"
"-1.0","0","-1","498","498"
"","0","-1","499","499"
"","0","-1","500","500"
"-1.0","0","-1","501","501"
"-1.0","0","-1","502","502"
"","0","-1","503","503"
"","0","-1","504","504"
"","0","797093","505","505"
"","0","-1","506","506"
"","0","-1","507","507"
"","0","-1","508","508"
"3.2","0","-1","509","509"
"3.7","0","-1","510","510"
"","0","-1","511","511"
"","0","-1","512","512"
"","0","-1","513","513"
"","0","-1","514","514"
"-1.0","0","-1","515","515"
"","0","-1","516","516"
"","0","-1","517","517"
"-1.0","0","-1","518","518"
"4.8","0","-1","519","519"
"1.0","0","-1","520","520"
"-1.0","0","-1","521","521"
"-1.0","0","-1","522","522"
"4.8","0","-1","523","523"
"-1.0","0","-1","524","524"
"1.4","0","-1","525","525"
"-1.0","0","-1","526","526"
"","0","-1","527","527"
"4.7","0","-1","528","528"
"4.9","0","-1","529","529"
"-1.0","0","-1","530","530"
"","0","-1","531","531"
"","0","-1","532","532"
"","0","-1","533","533"
"","0","-1","534","534"
"-1.0","0","-1","535","535"
"","0","-1","536","536"
"","0","-1","537","537"
"","0","-1","538","538"
"","0","-1","539","539"
"","0","-1","540","540"
"-1.0","0","-1","541","541"
"-1.0","0","-1","542","542"
"-1.0","0","-1","543","543"
"-1.0","0","-1","544","544"
"-1.0","0","-1","545","545"
"","0","-1","546","546"
"","0","-1","547","547"
"","0","-1","548","548"
"-1.0","0","-1","549","549"
"3.7","0","-1","550","550"
"3.7","0","-1","551","551"
"-1.0","0","-1","552","552"
"","0","-1","553","553"
"-1.0","0","-1","554","554"
"","0","-1","555","555"
"","0","-1","556","556"
"4.2","0","-1","557","557"
"2.1","0","-1","558","558"
"2.7","0","-1","559","559"
"-1.0","0","-1","560","560"
"","0","-1","561","561"
"","0","-1","562","562"
"-1.0","0","-1","563","563"
"","0","-1","564","564"
"","0","-1","565","565"
"-1.0","0","-1","566","566"
"3.7","0","-1","567","567"
"4.6","0","-1","568","568"
"4.4","0","796877","569","569"
"2.8","0","-1","570","570"
"-1.0","0","-1","571","571"
"","0","-1","572","572"
"","0","-1","573","573"
"-1.0","0","-1","574","574"
"-1.0","0","-1","575","575"
"","0","-1","576","576"
"-1.0","0","-1","577","577"
"-1.0","0","-1","578","578"
"","0","-1","579","579"
"","0","-1","580","580"
"","0","-1","581","581"
"","0","-1","582","582"
"4.7","0","-1","583","583"
"","0","-1","584","584"
"","0","-1","585","585"
"-1.0","0","-1","586","586"
"-1.0","0","-1","587","587"
"2.0","0","-1","588","588"
"1.5","1","-1","589","589"
"-1.0","0","-1","590","590"
"","0","-1","591","591"
"","0","-1","592","592"
"","0","-1","593","593"
"","0","-1","594","594"
"1.8","1","-1","595","595"
"","0","-1","596","596"
"-1.0","0","-1","597","597"
"","0","-1","598","598"
"","0","-1","599","599"
"-1.0","0","-1","600","600"
"","0","-1","601","601"
"","0","-1","602","602"
"","0","-1","603","603"
"","0","-1","604","604"
"-1.0","0","-1","605","605"
"4.3","1","-1","606","606"
"","0","-1","607","607"
"3.2","1","-1","608","608"
"4.0","0","-1","609","609"
"-1.0","1","918108","610","610"
"","0","-1","611","611"
"","0","-1","612","612"
"4.4","0","-1","613","613"
"-1.0","0","-1","614","614"
"","0","-1","615","615"
"","0","-1","616","616"
"","0","-1","617","617"
"-1.0","0","-1","618","618"
"-1.0","0","-1","619","619"
"2.7","0","-1","620","620"
"-1.0","0","-1","621","621"
"","0","-1","622","622"
"","0","-1","623","623"
"","0","-1","624","624"
"-1.0","0","-1","625","625"
"3.9","0","-1","626","626"
"","0","-1","627","627"
"","0","-1","628","628"
"4.4","0","-1","629","629"
"","0","-1","630","630"
"","0","-1","631","631"
"-1.0","0","-1","632","632"
"3.7","1","-1","633","633"
"","0","-1","634","634"
"","0","-1","635","635"
"","0","-1","636","636"
"-1.0","0","-1","637","637"
"3.3","0","-1","638","638"
"","0","-1","639","639"
"","0","-1","640","640"
"-1.0","0","-1","641","641"
"","0","-1","642","642"
"4.5","0","-1","643","643"
"-1.0","0","-1","644","644"
"3.7","0","-1","645","645"
"","0","-1","646","646"
"-1.0","0","-1","647","647"
"4.7","0","-1","648","648"
"","0","-1","649","649"
"-1.0","0","-1","650","650"
"","0","-1","651","651"
"-1.0","0","-1","652","652"
"","0","-1","653","653"
"","0","-1","654","654"
"4.6","1","-1","655","655"
"","0","-1","656","656"
"-1.0","0","-1","657","657"
"","0","-1","658","658"
"-1.0","0","-1","659","659"
"","0","-1","660","660"
"-1.0","0","-1","661","661"
"","0","-1","662","662"
"","0","-1","663","663"
"4.1","0","-1","664","664"
"-1.0","0","-1","665","665"
"-1.0","0","-1","666","666"
"-1.0","0","-1","667","667"
"-1.0","0","-1","668","668"
"","0","-1","669","669"
"","0","-1","670","670"
"","0","-1","671","671"
"","0","-1","672","672"
"4.0","0","-1","673","673"
"-1.0","0","-1","674","674"
"4.3","0","-1","675","675"
"2.9","0","-1","676","676"
"-1.0","0","-1","677","677"
"","0","-1","678","678"
"","0","-1","679","679"
"","0","-1","680","680"
"","0","-1","681","681"
"4.1","0","-1","682","682"
"","0","-1","683","683"
"3.2","0","-1","684","684"
"","0","-1","685","685"
"","0","-1","686","686"
"-1.0","0","-1","687","687"
"-1.0","0","-1","688","688"
"","0","-1","689","689"
"","0","-1","690","690"
"","0","-1","691","691"
"","0","-1","692","692"
"-1.0","0","346606","693","693"
"3.1","0","-1","694","694"
"","0","-1","695","695"
"","0","-1","696","696"
"","0","-1","697","697"
"","0","-1","698","698"
"","0","-1","699","699"
"","0","-1","700","700"
"","0","-1","701","701"
"-1.0","0","-1","702","702"
"","0","-1","703","703"
"","1","-1","704","704"
"","0","-1","705","705"
"3.2","0","-1","706","706"
"","0","-1","707","707"
"-1.0","0","-1","708","708"
"-1.0","0","-1","709","709"
"-1.0","0","-1","710","710"
"3.3","1","-1","711","711"
"","0","-1","712","712"
"-1.0","0","-1","713","713"
"-1.0","0","-1","714","714"
"3.7","0","-1","715","715"
"","0","-1","716","716"
"-1.0","0","-1","717","717"
"","0","-1","718","718"
"","0","-1","719","719"
"","0","-1","720","720"
"","0","-1","721","721"
"","0","-1","722","722"
"","0","-1","723","723"
"-1.0","0","-1","724","724"
"4.7","0","-1","725","725"
"","0","-1","726","726"
"","0","-1","727","727"
"4.7","0","-1","728","728"
"2.3","0","-1","729","729"
"4.1","0","-1","730","730"
"4.4","0","-1","731","731"
"-1.0","0","-1","732","732"
"3.8","0","-1","733","733"
"-1.0","0","-1","734","734"
"","0","-1","735","735"
"-1.0","0","-1","736","736"
"3.6","0","-1","737","737"
"4.2","1","-1","738","738"
"","0","-1","739","739"
"4.9","1","-1","740","740"
"","0","-1","741","741"
"","0","-1","742","742"
"","0","-1","743","743"
"","0","-1","744","744"
"","0","-1","745","745"
"","0","-1","746","746"
"-1.0","0","-1","747","747"
"4.1","0","-1","748","748"
"","0","-1","749","749"
"","0","-1","750","750"
"4.8","0","-1","751","751"
"-1.0","0","-1","752","752"
"-1.0","0","-1","753","753"
"-1.0","0","-1","754","754"
"3.1","1","-1","755","755"
"-1.0","0","-1","756","756"
"3.6","0","-1","757","757"
"-1.0","0","-1","758","758"
"-1.0","0","-1","759","759"
"","0","-1","760","760"
"","0","-1","761","761"
"-1.0","0","-1","762","762"
"","0","-1","763","763"
"-1.0","1","-1","764","764"
"","0","-1","765","765"
"2.9","0","-1","766","766"
"","0","-1","767","767"
"","0","-1","768","768"
"-1.0","0","-1","769","769"
"","0","-1","770","770"
"-1.0","0","-1","771","771"
"","0","-1","772","772"
"5.0","0","-1","773","773"
"","0","-1","774","774"
"4.0","0","-1","775","775"
"","0","-1","776","776"
"","0","-1","777","777"
"","0","-1","778","778"
"-1.0","0","-1","779","779"
"-1.0","0","-1","780","780"
"","0","-1","781","781"
"-1.0","0","-1","782","782"
"-1.0","0","-1","783","783"
"-1.0","0","-1","784","784"
"-1.0","0","-1","785","785"
"","0","-1","786","786"
"-1.0","0","-1","787","787"
"2.8","0","-1","788","788"
"-1.0","0","-1","789","789"
"-1.0","0","-1","790","790"
"4.7","0","-1","791","791"
"","0","-1","792","792"
"-1.0","0","-1","793","793"
"-1.0","0","-1","794","794"
"","0","-1","795","795"
"","0","-1","796","796"
"3.8","0","-1","797","797"
"","0","-1","798","798"
"","0","-1","799","799"
"","0","-1","800","800"
"-1.0","0","-1","801","801"
"","0","-1","802","802"
"","0","-1","803","803"
"","0","-1","804","804"
"-1.0","0","-1","805","805"
"3.7","0","-1","806","806"
"","0","-1","807","807"
"-1.0","0","-1","808","808"
"","0","-1","809","809"
"-1.0","0","-1","810","810"
"","0","-1","811","811"
"3.9","0","-1","812","812"
"","0","-1","813","813"
"","0","-1","814","814"
"","0","-1","815","815"
"","0","-1","816","816"
"-1.0","0","-1","817","817"
"3.8","0","-1","818","818"
"","0","-1","819","819"
"","0","-1","820","820"
"3.8","0","-1","821","821"
"","0","-1","822","822"
"","0","-1","823","823"
"","0","-1","824","824"
"-1.0","0","-1","825","825"
"-1.0","0","-1","826","826"
"","0","-1","827","827"
"3.7","0","-1","828","828"
"3.4","0","-1","829","829"
"-1.0","0","-1","830","830"
"-1.0","0","-1","831","831"
"-1.0","0","-1","832","832"
"","0","-1","833","833"
"","0","-1","834","834"
"4.9","0","-1","835","835"
"","0","-1","836","836"
"","0","-1","837","837"
"2.9","0","-1","838","838"
"","0","-1","839","839"
"","0","-1","840","840"
"-1.0","0","-1","841","841"
"-1.0","0","-1","842","842"
"","0","-1","843","843"
"-1.0","0","-1","844","844"
"","0","-1","845","845"
"5.0","0","-1","846","846"
"","0","-1","847","847"
"-1.0","0","-1","848","848"
"3.7","0","-1","849","849"
"","0","-1","850","850"
"-1.0","0","-1","851","851"
"","0","-1","852","852"
"-1.0","0","-1","853","853"
"","0","-1","854","854"
"-1.0","0","-1","855","855"
"-1.0","0","-1","856","856"
"","0","-1","857","857"
"-1.0","0","-1","858","858"
"","0","-1","859","859"
"","0","-1","860","860"
"4.8","0","-1","861","861"
"-1.0","0","-1","862","862"
"","0","-1","863","863"
"","0","-1","864","864"
"4.4","0","-1","865","865"
"-1.0","0","-1","866","866"
"","0","-1","867","867"
"4.9","0","-1","868","868"
"","0","-1","869","869"
"","0","-1","870","870"
"","0","-1","871","871"
"","0","-1","872","872"
"3.3","0","-1","873","873"
"","0","-1","874","874"
"4.8","0","-1","875","875"
"","0","-1","876","876"
"3.7","0","-1","877","877"
"4.2","0","-1","878","878"
"3.6","0","-1","879","879"
"2.6","0","-1","880","880"
"4.1","0","-1","881","881"
"2.6","0","-1","882","882"
"-1.0","0","-1","883","883"
"-1.0","0","-1","884","884"
"-1.0","0","-1","885","885"
"-1.0","0","-1","886","886"
"-1.0","0","-1","887","887"
"","0","-1","888","888"
"3.9","1","-1","889","889"
"4.5","0","-1","890","890"
"-1.0","0","-1","891","891"
"-1.0","0","-1","892","892"
"","0","-1","893","893"
"-1.0","0","-1","894","894"
"","0","-1","895","895"
"4.4","1","-1","896","896"
"3.2","0","-1","897","897"
"","0","-1","898","898"
"-1.0","0","-1","899","899"
"","0","-1","900","900"
"3.4","0","-1","901","901"
"-1.0","0","-1","902","902"
"4.2","0","-1","903","903"
"-1.0","0","-1","904","904"
"","0","-1","905","905"
"","0","-1","906","906"
"-1.0","0","-1","907","907"
"","0","-1","908","908"
"4.9","1","-1","909","909"
"4.9","0","-1","910","910"
"-1.0","0","-1","911","911"
"4.8","0","-1","912","912"
"","0","-1","913","913"
"","0","-1","914","914"
"","0","-1","915","915"
"","0","-1","916","916"
"","0","-1","917","917"
"","0","-1","918","918"
"","0","-1","919","919"
"","0","-1","920","920"
"","0","-1","921","921"
"","0","-1","922","922"
"","0","-1","923","923"
"3.8","1","-1","924","924"
"","0","-1","925","925"
"-1.0","0","-1","926","926"
"","0","-1","927","927"
"-1.0","0","-1","928","928"
"2.5","0","-1","929","929"
"","0","-1","930","930"
"-1.0","0","-1","931","931"
"","0","-1","932","932"
"","0","-1","933","933"
"","0","-1","934","934"
"","0","-1","935","935"
"","0","-1","936","936"
"1.3","1","-1","937","937"
"","0","-1","938","938"
"-1.0","0","-1","939","939"
"-1.0","0","-1","940","940"
"","0","-1","941","941"
"-1.0","0","-1","942","942"
"","0","-1","943","943"
"","0","-1","944","944"
"-1.0","0","-1","945","945"
"-1.0","0","-1","946","946"
"","0","-1","947","947"
"","0","-1","948","948"
"","0","-1","949","949"
"4.6","0","-1","950","950"
"","0","-1","951","951"
"3.7","0","-1","952","952"
"5.0","0","-1","953","953"
"-1.0","0","-1","954","954"
"","0","-1","955","955"
"-1.0","0","-1","956","956"
"3.6","0","-1","957","957"
"3.7","0","-1","958","958"
"-1.0","0","-1","959","959"
"-1.0","0","-1","960","960"
"4.5","0","-1","961","961"
"","0","-1","962","962"
"3.2","0","-1","963","963"
"-1.0","0","750712","964","964"
"","0","-1","965","965"
"","0","-1","966","966"
"-1.0","0","-1","967","967"
"-1.0","0","-1","968","968"
"3.7","0","-1","969","969"
"","0","-1","970","970"
"","0","-1","971","971"
"4.3","1","-1","972","972"
"2.4","0","-1","973","973"
"4.4","0","-1","974","974"
"3.3","0","-1","975","975"
"","0","-1","976","976"
"2.7","1","964101","977","977"
"","0","-1","978","978"
"-1.0","0","-1","979","979"
"3.8","0","-1","980","980"
"","0","-1","981","981"
"-1.0","0","-1","982","982"
"-1.0","0","-1","983","983"
"","0","-1","984","984"
"-1.0","0","-1","985","985"
"","0","-1","986","986"
"","0","-1","987","987"
"3.8","0","-1","988","988"
"-1.0","0","-1","989","989"
"","0","-1","990","990"
"","0","-1","991","991"
"-1.0","0","-1","992","992"
"","0","-1","993","993"
"","0","-1","994","994"
"3.2","0","-1","995","995"
"2.8","0","481570","996","996"
"","0","-1","997","997"
"2.1","1","-1","998","998"
"-1.0","0","-1","999","999"
"4.4","0","-1","1000","1000"
"","0","-1","1001","1001"
"-1.0","0","-1","1002","1002"
"1.6","0","-1","1003","1003"
"-1.0","0","-1","1004","1004"
"4.1","1","-1","1005","1005"
"-1.0","0","-1","1006","1006"
"","0","-1","1007","1007"
